zip,total,grand_total,percent
21798,3328.34,20328513.18,0.01637276652025173
21801,24053.25,20328513.18,0.11832272132752211
21802,438.22,20328513.18,0.0021556913489922044
21804,29030.13,20328513.18,0.1428049840288418
21806,30,20328513.18,1.4757596748155293e-4
21811,58201.62,20328513.18,0.2863053460164567
21812,12.37,20328513.18,6.085049059156032e-5
21813,3459.72,20328513.18,0.017019050873842607
21814,601.82,20328513.18,0.002960472291658273
21816,864,20328513.18,0.004250187863468724
21817,928.54,20328513.18,0.0045676729615107044
21821,800.42,20328513.18,0.0039374251963861535
21822,1130.89,20328513.18,0.00556307286217378
21824,213,20328513.18,0.0010477893691190259
21826,1614.72,20328513.18,0.007943128873727105
21830,1502.5,20328513.18,0.007391096371367775
21835,20,20328513.18,9.838397832103528e-5
21837,412.5,20328513.18,0.002029169552871353
21838,817.8,20328513.18,0.004022920873547133
21840,1351,20328513.18,0.006645837735585933
21841,182.5,20328513.18,8.97753802179447e-4
21842,11196.53,20328513.18,0.05507795823954106
21843,963.26,20328513.18,0.004738467547876023
21849,916.42,20328513.18,0.004508052270648158
21850,412,20328513.18,0.002026709953413327
21851,3100.82,20328513.18,0.015253550382871633
21853,1125.07,20328513.18,0.0055344431244823585
21856,491.5,20328513.18,0.0024177862672394423
21861,50,20328513.18,2.459599458025882e-4
21863,4112.72,20328513.18,0.020231287766024415
21864,298,20328513.18,0.0014659212769834258
21865,1160.4,20328513.18,0.005708238422186468
21867,38.5,20328513.18,1.893891582679929e-4
21869,447.1,20328513.18,0.002199373835366744
21871,349.5,20328513.18,0.0017192600211600915
21872,163.5,20328513.18,8.042890227744635e-4
21874,313,20328513.18,0.0015397092607242022
21875,5155.56,20328513.18,0.025361225163639835
21884,50,20328513.18,2.459599458025882e-4
21901,10491.42,20328513.18,0.051609381891843796
21902,50,20328513.18,2.459599458025882e-4
21903,5756.78,20328513.18,0.028318745935948478
21904,3114.92,20328513.18,0.015322911087587961
21911,4427.14,20328513.18,0.02177798228920941
21912,1775.5,20328513.18,0.008734037675449908
21913,913,20328513.18,0.00449122861035526
21914,1150,20328513.18,0.0056570787534595286
21915,2856.96,20328513.18,0.014053954535203248
21916,24,20328513.18,1.1806077398524234e-4
21917,2447.5,20328513.18,0.012039739347036693
21918,1089.7,20328513.18,0.005360451058821608
21919,3280.2,20328513.18,0.016135956284432994
21920,52.5,20328513.18,2.582579430927176e-4
21921,23156.18,20328513.18,0.11390985555589954
21922,780,20328513.18,0.003836975154520376
21924,14,20328513.18,6.886878482472469e-5
21931,10.8,20328513.18,5.312734829335905e-5
21943,16.5,20328513.18,8.116678211485411e-5
21965,60,20328513.18,2.9515193496310586e-4
21975,60,20328513.18,2.9515193496310586e-4
